id,xgb,lasso,svr,ela,dnn,prediction
21.0,0.05059712752699852,-0.06108013590579686,0.043140043806395134,0.28719985276175963,-0.0006545633,0.6
22.0,0.04049946367740631,-0.09968835649397434,0.03982594447833865,0.25539993603775146,-0.0006545633,0.6
23.0,0.06145425885915756,-0.1732661279583132,0.031777230835746906,0.19471638429101068,-0.0006545633,0.6
24.0,0.06145425885915756,-0.21657949627253625,0.03014475919925097,0.16011517562064315,-0.0006545633,0.6
25.0,0.04049946367740631,-0.25102157985673523,0.019576303316489074,0.13002449572701869,-0.0006545633,0.6
26.0,0.06145425885915756,-0.32243611099763836,0.01476897486374451,0.07248673220336022,-0.0006545633,0.6
27.0,0.04049946367740631,-0.28968023913816143,0.02614695481226814,0.10214970536395862,-0.0006545633,0.6
28.0,0.02869446575641632,-0.2798498607440907,0.033836917074176576,0.11255796696735931,-0.0006545633,0.6
29.0,0.0820283442735672,-0.2170624185234198,0.034063102222277486,0.16293986889846934,-0.0006545633,0.6
30.0,0.08271560072898865,-0.12068520150472617,0.05551302484688403,0.2457757389080144,-0.0006545633,0.6
31.0,0.09269054234027863,-0.005327778357382407,0.08070349738094418,0.34394461112937913,-0.0006545633,0.6
32.0,0.13002438843250275,0.1380174936639289,0.11254334630397356,0.4652757307579165,-0.0006545633,0.6
33.0,0.12533412873744965,0.3500379493735979,0.15373005916770044,0.6414403991749782,-0.0006545633,0.6
34.0,0.20002491772174835,0.6455755361421076,0.2275087646852576,0.8899507165974994,-0.0006545633,0.6
35.0,0.32969051599502563,0.8953505566252096,0.2934360799732607,1.1007456361244317,-0.0006545633,0.6
36.0,0.385209321975708,1.497205524816673,0.6785307912658505,1.645212757597153,0.14201657,0.8696349940791588
37.0,2.0678932666778564,2.7880869514249813,1.6406222361577036,2.7998477780152493,1.5695932,2.1732086846845284
38.0,2.825441360473633,3.681500689735821,2.6590517660958173,3.6405520558370865,3.270174,3.215343979726323
39.0,4.344892978668213,4.540440097371608,3.708731930707142,4.44320492695277,5.332144,4.473882743453814
40.0,5.607880592346191,5.238620840152123,4.647777087556095,5.1020761081553925,6.692545,5.457779913068718
41.0,9.03946304321289,6.578679903077617,6.253048838179913,6.301244368495432,9.029885,7.440464289003815
42.0,9.499780654907227,7.318934831294313,7.394258059151667,7.0055183481865875,10.000251,8.243748541977002
43.0,10.438250541687012,8.001412237405876,8.496375248455049,7.663481248668967,10.930867,9.10607729426926
44.0,11.10521411895752,8.67693252558379,9.58170929455374,8.314349767826684,11.824166,9.900474400966866
45.0,12.076449394226074,9.795924508537773,10.984274970257651,9.335910479406987,12.523262,10.943164275270854
46.0,12.085680961608887,10.37846693421223,11.866437356764525,9.898091389944158,12.770797,11.399894683669535
47.0,11.872783660888672,10.838043788059636,12.562480498347625,10.34829309128135,12.930264,11.710373102307742
48.0,11.972400665283203,11.26384048137529,13.165260101526334,10.75896045890858,13.079225,12.047937258716045
49.0,12.854985237121582,11.708585047917923,13.424605504024406,11.183974329198115,13.104348,12.45529966018805
50.0,12.94470500946045,11.898457581529577,13.675371842399972,11.36828546982891,13.095998,12.596563542716535
51.0,12.852211952209473,12.000709643378627,13.795567350216054,11.46193583068917,13.040791,12.63024306687093
52.0,13.019577980041504,11.994804334225446,13.784083865497692,11.453691039726726,12.921008,12.63463306590755
53.0,13.067769050598145,11.950449009533717,13.451958853807161,11.421934785281145,12.58657,12.49573629705839
54.0,13.064138412475586,11.854807417416431,13.335769017136162,11.332855724729752,12.407624,12.399038963289575
55.0,12.952014923095703,11.77913152757747,13.230380913305552,11.258422099609065,12.262996,12.29658903669949
56.0,12.678993225097656,11.6620515756867,13.075914555102287,11.147404202269694,12.107905,12.134453789206951
57.0,11.909821510314941,11.38878827531487,12.690488804849334,10.910621198313745,11.767649,11.73347369713846
58.0,11.965031623840332,11.227541033379461,12.471994627014233,10.760226516362513,11.592302,11.603419224596847
59.0,12.123482704162598,11.039118068913805,12.217504755936567,10.584515823369147,11.404101,11.47374454482945
60.0,12.002455711364746,10.785518325686741,11.884637163219221,10.35248371989423,11.16107,11.237232958032013
61.0,11.985433578491211,10.36562216021951,11.334643659065549,9.983047825441771,10.777307,10.88921075598394
62.0,11.793685913085938,10.089913234723404,10.960695736268427,9.728577025210946,10.603639,10.635302111655106
63.0,11.799266815185547,9.7659859800049,10.527810870388038,9.43183458914063,10.420535,10.389086668460912
64.0,11.95161247253418,9.461808666125112,10.107296504195592,9.150258359859412,10.228641,10.179923311809949
65.0,11.666084289550781,8.791187183604961,9.321038890415105,8.562984245730402,10.085685,9.685395877121481
66.0,11.487086296081543,8.285582007493613,8.586475137742855,8.083463617531816,9.327743,9.15406992708979
67.0,9.993551254272461,7.5522000799471085,7.4951688851343565,7.381057018448113,8.077405,8.09987644273863
68.0,9.02146053314209,6.7674265759244765,6.271473986845213,6.6132452804477495,6.689429,7.072607036532892
69.0,5.601205825805664,5.343063141853742,4.475469992321676,5.297511491205222,5.2593484,5.195319768734575
70.0,4.285725116729736,4.462144518623581,3.229379986897752,4.4355821684333225,3.4859679,3.979759933042274
71.0,3.0118958950042725,3.5796849525636203,2.1254153889585083,3.5803730600243475,1.9609479,2.8516634335517876
72.0,1.8223674297332764,2.8159982241501287,1.2941071401147743,2.843647173455275,1.2483181,2.0048876087174365
73.0,0.5198654532432556,1.6323721444880448,0.45290370191662,1.7659298513157244,0.10578253,0.8953707364330968
74.0,0.3070046901702881,1.352486175873012,0.346047546483927,1.5194457261752352,-0.0006545633,0.70486591507894
75.0,0.10364577919244766,1.0939745938736571,0.28277008556365235,1.2967395742187509,-0.0006545633,0.6
76.0,0.03550080955028534,0.7619995911059898,0.1986540891384152,1.0100192249793953,-0.0006545633,0.6
77.0,0.02141282521188259,0.43909567625452883,0.13066311403597375,0.7254647432793315,-0.0006545633,0.6
78.0,0.022142620757222176,0.22930407763918215,0.09939595503005627,0.5423051160052998,-0.0006545633,0.6
79.0,0.006819356232881546,0.023563989436949484,0.07299641149299241,0.36407911128611525,-0.0006545633,0.6
80.0,-0.0014729280956089497,-0.0511037903411653,0.07064591325972813,0.2973207244760121,-0.0006545633,0.6
81.0,0.0129399998113513,-0.17168501253335133,0.05086426698114099,0.19008321094571423,-0.0006545633,0.6
82.0,0.005683872848749161,-0.20749081231725208,0.051851865448766965,0.15964886326868788,-0.0006545633,0.6
83.0,0.005683872848749161,-0.22139216435650821,0.05316086367927042,0.14706022205220215,-0.0006545633,0.6
84.0,-0.01748424768447876,-0.2919426360737587,0.05120677063034762,0.08819926513109833,-0.0006545633,0.6
85.0,-0.006809089332818985,-0.34044055597269196,0.04940921361383843,0.04615900091028591,-0.0006545633,0.6
86.0,-0.008489715866744518,-0.3146662683601429,0.06113601950629022,0.06839027102821005,-0.0006545633,0.6
87.0,-0.0004946161643601954,-0.3214227737703057,0.06777994809173205,0.06315148190356856,-0.0006545633,0.6
88.0,-0.006529813166707754,-0.3015033079717844,0.07773623406693009,0.08045825536362816,-0.0006545633,0.6
89.0,0.010395352728664875,-0.3607614516709061,0.07427186545644648,0.030652185944842092,-0.0006545633,0.6
90.0,0.005987154319882393,-0.2989096939027176,0.08802602467448928,0.08287099802378117,-0.0006545633,0.6
91.0,0.03803912177681923,-0.31267651102985017,0.089221905913762,0.07163105616411869,-0.0006545633,0.6
92.0,0.0367480032145977,-0.3089781975077779,0.09122179937772312,0.07510205147926063,-0.0006545633,0.6
93.0,0.0367480032145977,-0.3344018431386253,0.08263384508615523,0.05286248923846548,-0.0006545633,0.6
94.0,0.0367480032145977,-0.30033495354968753,0.08564859918267942,0.08120641834617315,-0.0006545633,0.6
95.0,0.0367480032145977,-0.2815378566879909,0.08596070959148694,0.09627469370640407,-0.0006545633,0.6
96.0,0.0367480032145977,-0.3238030433868877,0.07635928781679269,0.060000074207296805,-0.0006545633,0.6
97.0,0.0367480032145977,-0.3128126557104851,0.07259952886250254,0.0659836506819178,-0.0006545633,0.6
98.0,0.06145425885915756,-0.3207761197273351,0.05307688812513245,0.09268365790379773,-0.0006545633,0.6
99.0,0.04049946367740631,-0.29422316299735485,0.05642233801905672,0.11659245981379796,-0.0006545633,0.6
100.0,0.08107375353574753,-0.3725363620459037,0.04405081704328939,0.05130043813442198,-0.0006545633,0.6
101.0,0.07740338146686554,-0.3830236403532803,0.03316996595899102,0.04055420582689395,-0.0006545633,0.6
102.0,0.07921843230724335,-0.3497352104918461,0.03901475850094016,0.06845130126450316,-0.0006545633,0.6
103.0,0.07452818751335144,-0.34398259020083,0.04019749493507252,0.07361917582510813,-0.0006545633,0.6
104.0,0.07452818751335144,-0.3524357118749881,0.038965131388798646,0.06650011898167252,-0.0006545633,0.6
105.0,0.07452818751335144,-0.32019456371119137,0.0394206344402388,0.09371055955951002,-0.0006545633,0.6
106.0,0.07452818751335144,-0.29776088280199176,0.04238819147717532,0.11182845510159245,-0.0006545633,0.6
107.0,0.07452818751335144,-0.2007111637742498,0.05668977759457583,0.19107587299139484,-0.0006545633,0.6
108.0,0.07452818751335144,-0.1990883657411615,0.0518367241583384,0.18951809439648892,-0.0006545633,0.6
109.0,0.07452818751335144,-0.1195158188200196,0.053667336818785216,0.25267448957315164,-0.0006545633,0.6
110.0,0.0767565444111824,-0.0113349122603017,0.06668227840389385,0.33891308226586636,-0.0006545633,0.6
111.0,0.08685421198606491,0.0056661724778814815,0.06065849802651346,0.34861823025689187,-0.0006545633,0.6
112.0,0.0904911682009697,0.07323418076422694,0.0647332083833394,0.400503359138217,-0.0006545633,0.6
113.0,0.08051538467407227,0.16689227888905034,0.06902081649426695,0.4750726600471249,-0.0006545633,0.6
114.0,0.07670745253562927,0.15058141624605526,0.05627368026371471,0.45786857851043505,-0.0006545633,0.6
115.0,0.07670745253562927,0.1707024899211831,0.05380107096754205,0.4715853034248627,-0.0006545633,0.6
116.0,0.07670745253562927,0.16041540590840553,0.047378649781093074,0.46104904543627123,-0.0006545633,0.6
117.0,0.07670745253562927,0.10111217518697346,0.02801926952383038,0.4091862100932846,-0.0006545633,0.6
118.0,0.06847425550222397,0.042272261652713805,0.018133166035124937,0.3602841220059254,-0.0006545633,0.6
119.0,0.06302356719970703,-0.006923493055166929,0.012462059048237606,0.3198162526067456,-0.0006545633,0.6
120.0,0.056904587894678116,-0.06050560841109931,0.007678034143462575,0.2758479917168759,-0.0006545633,0.6
121.0,0.056904587894678116,-0.1099337072151867,-0.00620164551474911,0.2327033296840697,-0.0006545633,0.6
122.0,0.056904587894678116,-0.15917744834535874,-0.0075805253435259345,0.19284556521837404,-0.0006545633,0.6
123.0,0.04870085045695305,-0.1791456263994684,-0.0032963343021163993,0.1780373555425383,-0.0006545633,0.6
124.0,0.051628295332193375,-0.1816006605457301,0.004266499428314141,0.1777407140794529,-0.0006545633,0.6
125.0,0.14283229410648346,-0.0640637787017182,0.018016188346745565,0.2736043416801972,-0.0006545633,0.6
126.0,0.14283229410648346,-0.029508381274268913,0.031956757314755,0.30460664458291875,-0.0006545633,0.6
127.0,0.18683771789073944,0.06923398868354003,0.058495636731543676,0.38914389741819644,-0.0006545633,0.6
128.0,0.36485716700553894,0.23698830459327613,0.10117251541344086,0.5315340018604435,-0.0006545633,0.6
129.0,0.36485716700553894,0.4689967194276803,0.15560602576990146,0.7249881147086064,-0.0006545633,0.6
130.0,0.36485716700553894,0.6507074516269871,0.2071097880840762,0.8786128253451349,-0.0006545633,0.6
131.0,0.5293639302253723,0.9523617539197513,0.2985561745810994,1.1328077841135462,-0.0006545633,0.6
132.0,0.6874464154243469,1.4615069401546106,0.641087540061549,1.5954555685894865,-0.0006545633,0.8769683801844461
133.0,1.4584845304489136,2.6780915361648425,1.562830481606447,2.6853923834430073,1.1411521,1.9051902150283209
134.0,2.894446849822998,3.5979990463850937,2.591922517703889,3.544968013442028,2.8995225,3.1057717940615
135.0,3.5123419761657715,4.3575295160393255,3.5634347095834427,4.260436752013696,5.2889357,4.196535723023631
136.0,4.878344535827637,5.106436300521678,4.544388239710088,4.956403262646331,6.876641,5.272442627073422
137.0,7.8615617752075195,6.408838426733882,6.12162616544771,6.117963858769112,8.804335,7.06286497333223
138.0,9.406133651733398,7.12702055396392,7.24624614133117,6.797328908249841,9.679362,8.051218310467288
139.0,10.115347862243652,7.842085043324093,8.393134860433067,7.475870937918899,10.718295,8.908946760254157
140.0,11.068524360656738,8.524060152602988,9.502542712574861,8.126254897087748,11.787798,9.801836010155757
141.0,11.681079864501953,9.640821734080893,10.944524534026552,9.141236037533693,12.924114,10.866355279487603
142.0,11.876055717468262,10.178344535188579,11.810789263233794,9.66215973196979,13.426263,11.390722420678042
143.0,12.179709434509277,10.637259433124612,12.54726416052523,10.10899083441352,13.724843,11.83961337755603
144.0,12.300567626953125,11.033363698562564,13.169709711952983,10.492547953452698,13.972592,12.193756268948434
145.0,13.12996768951416,11.507022175249869,13.52532147465688,10.940035475098647,14.239533,12.668376047779399
146.0,13.095051765441895,11.667611463748496,13.796750125903356,11.09846688965186,14.302546,12.792085158446193
147.0,13.136100769042969,11.711481435810567,13.904360798003374,11.143108324809903,14.271172,12.833244579498205
148.0,13.402759552001953,11.688413849140042,13.914804014012041,11.120486407010555,14.196487,12.86459024978448
149.0,13.489828109741211,11.59519344042763,13.572027358137294,11.04808971802003,13.993391,12.739705932662693
150.0,13.622883796691895,11.504944923860576,13.490076275427196,10.964291606209269,13.89433,12.695305325381636
151.0,13.514060020446777,11.425635978679313,13.407647772642143,10.887274623212244,13.802934,12.607510417582521
152.0,13.433635711669922,11.29921950507855,13.263362358317995,10.769226277539698,13.680624,12.489213572156975
153.0,13.039475440979004,11.02569010912962,12.884553659828597,10.53288495046392,13.31461,12.159442737597805
154.0,12.786653518676758,10.839958768038146,12.652968490246314,10.362262257358145,12.935077,11.915383949576276
155.0,11.351603507995605,10.61817828632051,12.380463598078247,10.15926689483592,12.427597,11.387421866625743
156.0,11.830565452575684,10.366123321422219,12.067637088819293,9.928594072444563,11.850305,11.208644907767683
157.0,11.630577087402344,9.963127031065845,11.550590307265438,9.573301511729206,11.534497,10.850418639702038
158.0,11.572275161743164,9.65444074707019,11.15611124739813,9.291058411461544,11.345631,10.603903242684996
159.0,10.42393684387207,9.290235580519575,10.690683181152636,8.960171235827401,11.136408,10.100286938708907
160.0,9.988919258117676,8.940117229671499,10.224713572362806,8.639283133435429,10.930364,9.744679369735547
161.0,9.48267650604248,8.318989029380209,9.498349503201986,8.092870343099717,10.420096,9.162596355824858
162.0,9.314630508422852,7.83314615199424,8.75309405207445,7.628058634292149,9.815792,8.668944286104786
163.0,8.628049850463867,7.199510640878956,7.697069609447794,7.006279002793306,8.987008,7.903583439674304
164.0,7.670869827270508,6.439809801024616,6.401810141256702,6.256195590826694,8.042302,6.962197498406271
165.0,5.734430313110352,5.234331523042069,4.711348027115984,5.120049767208253,6.340153,5.428062569558467
166.0,3.654553174972534,4.403118161215653,3.385742410771126,4.297970961508732,4.0468965,3.9576562332280334
167.0,2.358773946762085,3.7219599782419057,2.3146791022804267,3.6122138502045193,2.341858,2.869896957529037
168.0,1.836564064025879,3.049135100018031,1.4415227119486724,2.956336941549167,1.306309,2.1179735604596437
169.0,0.30804890394210815,1.9480331198070275,0.529461115485705,1.9532793116103795,0.34977528,1.0177195470747906
170.0,0.12289264053106308,1.6040634564240603,0.38284330090899577,1.6664422651962245,-0.0006545633,0.7551174199505163
171.0,0.0972822830080986,1.3864967394353314,0.32940060026823925,1.492737272017409,-0.0006545633,0.6610524662842632
172.0,0.08764008432626724,1.1427755512338367,0.2605940039520087,1.294635691220202,-0.0006545633,0.6
173.0,0.03473232686519623,0.785287825924537,0.15772109112462918,0.99550000828761,-0.0006545633,0.6
174.0,-0.000578454986680299,0.580924134629218,0.11329291550865683,0.8297832633758313,-0.0006545633,0.6
175.0,0.033022329211235046,0.42126517056961,0.0822572374415893,0.7006129910035361,-0.0006545633,0.6
176.0,0.0286851916462183,0.2957039439595168,0.05791515543339543,0.598748552890759,-0.0006545633,0.6
177.0,0.029496626928448677,0.2439276634403975,0.03745429126589439,0.5519410944024994,-0.0006545633,0.6
178.0,0.029496626928448677,0.2020789434244601,0.025101899085304247,0.5159862331435798,-0.0006545633,0.6
179.0,0.029496626928448677,0.22771287327417644,0.02665159362097036,0.5346557042021929,-0.0006545633,0.6
180.0,0.033833764493465424,0.22845508722911712,0.0175938419695143,0.5304821891447351,-0.0006545633,0.6
181.0,-0.002026128116995096,0.2629256099041912,0.016404188191557978,0.5529665564812105,-0.0006545633,0.6
182.0,0.002435889560729265,0.37217237355538657,0.03588034737063506,0.6385840485361074,-0.0006545633,0.6
183.0,0.00544326938688755,0.36761227348149106,0.02624081968441594,0.6287630845293752,-0.0006545633,0.6
184.0,-0.00056929123820737,0.4523227443526272,0.03937908464989448,0.6931408593419808,-0.0006545633,0.6
185.0,0.001559065654873848,0.49521286882139837,0.04222115077721167,0.7220896588921981,-0.0006545633,0.6
186.0,0.015525195747613907,0.5384226052668293,0.046262023615759595,0.7520529775300022,-0.0006545633,0.6
187.0,0.016412753611803055,0.5446141888035259,0.04192804927265925,0.7519812790732301,-0.0006545633,0.6
188.0,0.02442203089594841,0.5610263793620152,0.041675862478262715,0.7612446449734516,-0.0006545633,0.6
189.0,0.026380466297268867,0.5813676367695688,0.038963692215818746,0.7737878070441027,-0.0006545633,0.6
190.0,0.04053061082959175,0.578805552620441,0.03619828898566002,0.7690918457694416,-0.0006545633,0.6
191.0,0.04053061082959175,0.5770476633680306,0.033306132530193544,0.7649474215607897,-0.0006545633,0.6
192.0,0.04053061082959175,0.5592345210048157,0.026252338214049153,0.7474542233918933,-0.0006545633,0.6
193.0,0.04708823934197426,0.5448955038265866,0.01928293708351081,0.7307270560085244,-0.0006545633,0.6
194.0,0.05096355453133583,0.1771500900463363,0.010375525328896629,0.4823990898566737,-0.0006545633,0.6
195.0,0.034505102783441544,0.1119038815291975,0.020341207313670395,0.4441343494828778,-0.0006545633,0.6
196.0,0.04613516107201576,-0.017839302252266265,0.00851537777487188,0.3497735381397864,-0.0006545633,0.6
197.0,0.05660464987158775,-0.10971913950149448,-0.003441936661356948,0.28437968239900346,-0.0006545633,0.6
198.0,0.03369783237576485,-0.18830759567091526,-0.002925045624184719,0.23031743125918558,-0.0006545633,0.6
199.0,-0.009827936999499798,-0.24389687462870313,0.0020153898981067897,0.19293867967225298,-0.0006545633,0.6
200.0,-0.013654593378305435,-0.26361062604855423,0.011029443952624618,0.18222792541831012,-0.0006545633,0.6
201.0,0.5655659437179565,-0.19102965785396187,0.0302282791738806,0.2442197971324802,-0.0006545633,0.6
202.0,0.08683561533689499,-0.18033038843858895,0.02516876420009595,0.24892965068973805,-0.0006545633,0.6
203.0,-0.009827936999499798,-0.1030423066721422,0.026025822796759357,0.30384696187550064,-0.0006545633,0.6
204.0,0.049591854214668274,-0.018118790463999446,0.024378455128710286,0.36084584106320916,-0.0006545633,0.6
205.0,0.04908793419599533,0.10302853971056969,0.025595138043677856,0.44484026351393036,-0.0006545633,0.6
206.0,0.0661843866109848,0.3005416398006089,0.05276604346727787,0.5906456970127185,-0.0006545633,0.6
207.0,0.038750059902668,0.393317520446562,0.049401517042352516,0.6478268471916198,-0.0006545633,0.6
208.0,0.04360760748386383,0.5204190981350374,0.05450102207669261,0.7339379035065856,-0.0006545633,0.6
209.0,0.0331256240606308,0.6020059641157842,0.04005136910560214,0.7839838617752437,-0.0006545633,0.6
210.0,0.044375620782375336,0.6845498888636854,0.03807985134376324,0.836533914788578,-0.0006545633,0.6
211.0,0.04814106225967407,0.7650945898056256,0.04359504810241255,0.8907022254600903,-0.0006545633,0.6
212.0,0.05975700914859772,0.8144725644731698,0.04823528444062131,0.9234111251695403,-0.0006545633,0.6
213.0,0.04360625892877579,0.7514574544843082,0.02090851394022497,0.8661224909764607,-0.0006545633,0.6
214.0,0.05623069033026695,0.7216563417847386,0.013679418972098567,0.8414707347135284,-0.0006545633,0.6
215.0,0.05560971423983574,0.6119010607957907,-0.013644102924881274,0.7504804046537239,-0.0006545633,0.6
216.0,0.04780428484082222,0.5940373155518115,-0.013141719205553848,0.7367885828145262,-0.0006545633,0.6
217.0,0.04498487710952759,0.5493839811590835,-0.028962411164714652,0.6977483298376939,-0.0006545633,0.6
218.0,0.044375620782375336,0.5233021779728215,-0.0267932314958772,0.6776674150491693,-0.0006545633,0.6
219.0,0.044375620782375336,0.41931689762235536,-0.042735127564868414,0.5927915375570705,-0.0006545633,0.6
220.0,0.06150541454553604,0.4496537288553175,-0.024167736337243007,0.6203668049656694,-0.0006545633,0.6
221.0,0.05408228933811188,0.48980011403669277,-0.01855198103797573,0.6518783029910042,-0.0006545633,0.6
222.0,0.04626329615712166,0.5464432857323462,0.006696834524042572,0.7014312550326234,-0.0006545633,0.6
223.0,0.09963195770978928,0.6689404480564738,0.04895592998453413,0.8057663023150141,-0.0006545633,0.6
224.0,0.09963195770978928,0.7791039688857491,0.08703522184726342,0.8992573476453032,-0.0006545633,0.6
225.0,0.10350833088159561,1.0600856098798679,0.17045663891994867,1.132552355934767,-0.0006545633,0.6
226.0,0.1401524543762207,1.2838996314158835,0.2458622025589552,1.3199575285340042,-0.0006545633,0.6
227.0,0.14576299488544464,1.5098547512821279,0.32405019591494444,1.5094234413783103,-0.0006545633,0.697687364030613
228.0,0.21851789951324463,1.9989370975595595,0.6795328083281751,1.9508186880953102,-0.00034841895,0.969491614909051
229.0,0.6824168562889099,3.0953101579896956,1.586215883996715,2.932801758591821,0.7105378,1.8014564896238554
230.0,1.8310446739196777,3.8961009722419133,2.569144363879568,3.6854325250658637,2.344682,2.8652809026665462
231.0,2.6053426265716553,4.548188663915033,3.4931754740821095,4.3063251558723366,4.361949,3.8629961774842227
232.0,4.8301262855529785,5.136686915021949,4.376318560048418,4.865920969399981,6.558605,5.153531584823025
233.0,6.557931423187256,6.332192058035641,5.888460702961618,5.936722780741386,7.9264827,6.528357928477123
234.0,6.89987850189209,6.894472909596493,6.907409795977793,6.485163255302568,9.072202,7.251825238317949
235.0,8.112665176391602,7.474916311121133,7.968015334047976,7.051022546629268,10.220107,8.165345289348446
236.0,9.245980262756348,8.026884737510898,8.993334165507036,7.592278514442578,11.095471,8.990789812471593
237.0,10.565204620361328,8.970957066559503,10.277410020566862,8.461703114095679,11.966872,10.048429407370874
238.0,10.811728477478027,9.429048199260599,11.091614865804253,8.914530591258245,12.240712,10.497526859926728
239.0,11.385315895080566,9.836067993190925,11.776338622222738,9.315133260578119,12.486007,10.959772501565544
240.0,11.939139366149902,10.15809114136273,12.287179276191715,9.633759710409239,12.6781645,11.339266795246058
241.0,11.947696685791016,10.539985815080044,12.471130976663414,10.001153771709934,12.62605,11.517203448933355
242.0,11.586785316467285,10.712793526393597,12.65487073335337,10.166814648876443,12.714449,11.56714263078474
243.0,11.795633316040039,10.751786112316756,12.631015923168388,10.203116622123794,12.71347,11.619004486526672
244.0,11.914180755615234,10.748935717833355,12.521319058919788,10.19349037168207,12.543376,11.58426037459671
245.0,11.62378978729248,10.642046990190117,12.035537472157753,10.10616523705769,12.195533,11.320614457093026
246.0,11.843415260314941,10.609142305866026,11.887107847298262,10.066923778102005,11.855318,11.252381452207848
247.0,12.114611625671387,10.544185182601815,11.711738627049538,9.99944621006525,11.537115,11.181419348486779
248.0,12.108292579650879,10.398846149667332,11.46932601620376,9.863536638072217,11.249056,11.017811449204189
249.0,11.85074520111084,10.157333856725117,11.086137313864494,9.652689758806662,10.99836,10.74905316213658
250.0,11.457906723022461,9.993556489849128,10.84750604162965,9.500139642830446,10.793761,10.518574030137724
251.0,11.17399787902832,9.844101471227688,10.614969900138664,9.357619203399349,10.568393,10.311816241479018
252.0,10.828912734985352,9.675194880669014,10.355035177044979,9.197013294660634,10.318667,10.074964699832837
253.0,10.78447151184082,9.277380961049666,9.839140557365749,8.84660589978715,10.036912,9.756902178891977
254.0,10.555475234985352,9.051142759128478,9.51315492315201,8.634790867268588,9.755347,9.501982207285304
255.0,9.345080375671387,8.759685296314384,9.121058304589525,8.36685699096828,9.417972,9.002130515713304
256.0,9.415140151977539,8.485278568018032,8.743611504929893,8.111568939387118,8.918508,8.73482134806027
257.0,8.973589897155762,7.874431300447908,8.068801336421373,7.576029101146323,8.216121,8.141794471016208
258.0,9.282209396362305,7.407638233448589,7.4068683868388066,7.130224638819821,7.3239355,7.710175232839509
259.0,8.759238243103027,6.838623313080506,6.526375380825633,6.565412894489681,6.31973,7.001875927298305
260.0,6.857498645782471,6.132164261186091,5.434735251408345,5.862062938116949,5.708194,5.998930975097111
261.0,4.565227031707764,4.946963610653763,3.9713443784712523,4.744708992210724,5.157481,4.677145041317197
262.0,3.0380325317382812,4.197224078841469,2.8776410491159172,3.9913016826029324,3.7782223,3.5764843329525178
263.0,2.4511754512786865,3.471565859827783,1.9202764595092452,3.2676973090274264,2.3650718,2.695157370634439
264.0,1.852382779121399,2.7849181040665654,1.1577141705852503,2.5971257401185706,1.1087929,1.9001867389861815
265.0,0.1273280382156372,1.7636119660628935,0.4859439289559466,1.673228776906138,0.08826527,0.8276755960270702
266.0,0.0600978247821331,1.394094169751404,0.2834130559151662,1.34219790530334,0.00020679832,0.6160019508134182
267.0,0.05365574359893799,1.1131191010416108,0.2201953241223391,1.1111299958552192,-0.0006545633,0.6
268.0,0.052933890372514725,0.9055520872512246,0.17628335558467256,0.9399972242689785,-0.0006545633,0.6
269.0,0.043458689004182816,0.592238108031323,0.1056936456840436,0.6751191228928981,-0.0006545633,0.6
270.0,0.04422016069293022,0.45615913416824583,0.08432700110470659,0.5642057229774617,-0.0006545633,0.6
